index,value
10.1,0.001059937003292039
11.3,0.0014574432312630344
11.6,0.009678421509089862
12.0,0.008020040541823611
12.3,0.0035937562957189953
12.5,0.034292438298989515
13.0,0.002250936839114545
13.3,0.14475336441205847
13.5,0.005812873590829176
13.9,0.005863358181004632
14.0,0.16873790580054276
14.1,4.383156938559047e-05
15.0,0.00814033181238511
15.4,0.006018543682027653
15.6,0.46575270801541846
17.0,0.00025160188008487293
17.3,0.13409092418583057
18.4,0.0001815831511410266
