Color,Discount Price,Original Price,URL,Dimensions,CPU,GPU_Model,Screen,Storage,Ram_Model,Battery,RAM,Weight,Storage_Model,GPU
,,,https://meghdadit.com/product/8923/hp-ac191tx-core-i5-6gb-1tb-2gb/,24.3 * 254 * 384 mm,INTEL i5-4210U 1.7 Ghz,AMD Radeon R5 M330,LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,41 Wh,6 GB,2.19 kg,SATA,2 GB 
,,,https://meghdadit.com/product/8927/hp-ac192tx-core-i5-6gb-1tb-2gb/,24.3 * 254 * 384 mm,INTEL i5-4210U 1.7 Ghz,AMD Radeon R5 M330,LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,41 Wh,6 GB,2.19 kg,SATA,2 GB 
,,,https://meghdadit.com/product/50464/hp-ba026au-a6-7310-4gb-500gb-1gb-laptop/,24.3 * 254.6 * 384.3 mm,AMD A6-7310 2.0 Ghz,AMD Radeon R4,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,41 Wh,4 GB,2.19 kg,SATA,1 GB 
,,,https://meghdadit.com/product/47941/hp-pavilion-13t-u000-x360-core-i5-8gb-1tb-intel-touch-laptop/,19.8 * 222 * 326 mm,INTEL i5-6200U 2.3 Ghz,Intel HD Graphics 520,IPS LCD 768 * 1366,1 TB HDD,DDR4,41 Wh,8 GB,1.66 kg,SATA,
,,,https://meghdadit.com/product/47937/hp-pavilion-15-au102ne-core-i5-12gb-1tb-4gb-full-hd-laptop/,22.5 * 243 * 383 mm,INTEL i5-7200U 2.5 Ghz,Nvidia Gforce 940MX,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,41 Wh,12 GB,2.04 kg,SATA,4 GB
,,,https://meghdadit.com/product/47938/hp-pavilion-15-au103ne-core-i5-12gb-1tb-4gb-full-hd-laptop/,22.5 * 243 * 383 mm,INTEL i5-7200U 2.5 Ghz,Nvidia Gforce 940MX,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,41 Wh,12 GB,2.04 kg,SATA,4 GB
,,,https://meghdadit.com/product/47964/hp-pavilion-13t-u000-x360-core-i3-4gb-500gb-intel-touch-laptop/,19.8 * 222 * 326 mm,INTEL i3-SL 6100U 2.3 Ghz,Intel HD Graphics 520,IPS LCD 768 * 1366,500 GB HDD,DDR4,41 Wh,4 GB,1.66 kg,SATA,
,,,https://meghdadit.com/product/50256/hp-15-ba069nia-a6-7310-4gb-1tb-2gb-laptop/,24 * 254 * 384 mm,AMD A6-7310 2.0 Ghz,AMD Radeon R5 M430,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,41 Wh,4 GB,2.15 kg,SATA,2 GB 
,,,https://meghdadit.com/product/49807/hp-pavilion-15-aw065sa-a9-9410-8gb-2tb-2gb-full-hd-laptop/,22.5 * 242 * 382 mm,AMD A9-9410 2.9 Ghz,AMD Radeon R5,TFT LED-backlit LCD 1080 * 1920,2 TB HDD,DDR4,41 Wh,8 GB,2.04 kg,SATA,2 GB 
,,,https://meghdadit.com/product/49808/hp-stream-13-c100na-n3050-2gb-32gb-intel-laptop/,19.5 * 229 * 339 mm,INTEL Celeron-N3050 1.6 Ghz,Intel HD Graphics,LED-backlit LCD 768 * 1366,32 GB HDD,DDR3,37 Wh,2 GB,1.55 kg,eMMC,
,,,https://meghdadit.com/product/49846/hp-stream-13-c101na-n3050-2gb-32gb-intel-laptop/,19.5 * 229 * 339 mm,INTEL Celeron-N3050 1.6 Ghz,Intel HD Graphics,LED-backlit LCD 768 * 1366,32 GB HDD,DDR3,37 Wh,2 GB,1.55 kg,eMMC,
,,,https://meghdadit.com/product/49848/hp-15-ay103tx-core-i5-4gb-1tb-2gb-laptop/,24.3 * 254 * 384 mm,INTEL i5-7200U 2.5 Ghz,AMD Radeon R5 M430,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR4,41 Wh,4 GB,2.19 kg,SATA,2 GB 
,,,https://meghdadit.com/product/49921/hp-15-ba079-a10-9600p-6gb-1tb-2gb-touch-laptop/,24 * 254 * 384 mm,AMD A10-9600P 2.4 Ghz,AMD Radeon R5,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,31 Wh,6 GB,2.15 kg,SATA,2 GB 
,,,https://meghdadit.com/product/47929/hp-14-am021ne-core-i3-6gb-1tb-2gb-laptop/,23.9 * 241 * 345 mm,INTEL i3-5005U 2.0 Ghz,AMD Radeon R5 M430,IPS LCD 768 * 1366,1 TB HDD,DDR3,41 Wh,6 GB,1.94 kg,SATA,2 GB 
,,,https://meghdadit.com/product/47173/hp-14-ac105nx-core-i5-6gb-1tb-2gb-laptop/,24 * 241.5 * 345 mm,INTEL i5-6200U 2.3 Ghz,AMD Radeon R5 M330,LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,41 Wh,6 GB,2.19 kg,SATA,2 GB 
,,,https://meghdadit.com/product/8935/lenovo-essential-g5045-a4-6210-6gb-1tb-2gb/,25 * 265 * 385 mm,AMD A4-6210 1.8 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,32 Wh,6 GB,2.5 kg,SATA,2 GB 
,,,https://meghdadit.com/product/8675/lenovo-yoga-3-pro-core-m-8gb-256ssd-intel-touch/,12.8 * 330 * 228 mm,INTEL 5Y71 1.2 Ghz,Intel HD Graphics 5300,QHD 1800 * 3200,256 GB HDD,DDR3,44.8 Wh,8 GB,1.19 kg,SSD,
,,,https://meghdadit.com/product/8678/lenovo-thinkpad-x131-core-i3-4gb-320gb-intel/,32.3 * 216 * 293 mm,INTEL i3-3227U 1.9 Ghz,Intel HD Graphics 4000,TFT LED-backlit LCD 768 * 1366,320 GB HDD,DDR3,62.4 Wh,4 GB,1.78 kg,SATA,
,,,https://meghdadit.com/product/8702/lenovo-yoga-300-n3540-4gb-1tb-intel-touch/,21.8 * 209 * 299 mm,INTEL Pentium-N3540 2.16 Ghz,Intel HD Graphics,LED-backlit LCD 768 * 1366,1 TB HDD,DDR3L,,4 GB,1.39 kg,SATA,
,,,https://meghdadit.com/product/8705/lenovo-yoga-500-core-i7-8gb-1tb8gb-ssd-2gb-full-hd/,340 * 21.5 * 235 mm,INTEL i7-5500U 2.4 Ghz,Nvidia Gforce GT 920M,LED-backlit LCD 1080 * 1920,8 GB SSD + 1 TB HDD,DDR3,,8 GB,1.9 kg,SSDSATA,2 GB 
,,,https://meghdadit.com/product/8711/lenovo-yoga-500-core-i5-8gb-1tb8gb-ssd-2gb-full-hd/,340 * 21.5 * 235 mm,INTEL i5-5200U 2.2 Ghz,Nvidia Gforce GT 920M,LED-backlit LCD 1080 * 1920,8 GB SSD + 1 TB HDD,DDR3,,8 GB,1.9 kg,SSDSATA,2 GB 
,,,https://meghdadit.com/product/8713/lenovo-yoga-500-core-i5-4gb-500gb8gb-ssd-intel/,340 * 21.5 * 235 mm,INTEL i5-5200U 2.2 Ghz,Intel HD Graphics 5500,LED-backlit LCD 768 * 1366,8 GB SSD + 500 GB HDD,DDR3,,4 GB,1.9 kg,SSDSATA,
,,,https://meghdadit.com/product/8716/lenovo-yoga-500-core-i3-4gb-500gb8gb-ssd-intel/,340 * 21.5 * 235 mm,INTEL i3-5005U 2.0 Ghz,Intel HD Graphics 5500,LED-backlit LCD 768 * 1366,8 GB SSD + 500 GB HDD,DDR3,,4 GB,1.9 kg,SSDSATA,
,,,https://meghdadit.com/product/8631/lenovo-ideapad-305-core-i5-8gb-1tb-2gb/,24.7 * 262 * 380 mm,INTEL i5-5200U 2.2 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,32 Wh,8 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/6096/lenovo-e5070-3558u-4gb-500gb-2gb/,25 * 265 * 385 mm,INTEL Pentium-3558u 1.7 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,,4 GB,2.5 kg,SATA,2 GB 
,,,https://meghdadit.com/product/6039/lenovo-ideapad-z5075-a12-8gb-1tb-2gb/,25 * 265 * 385 mm,AMD FX-7500 2.1 Ghz,AMD Radeon R7 M255,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR3,41 Wh,8 GB,2.5 kg,SATA,2 GB 
,,,https://meghdadit.com/product/8047/lenovo-y5070-core-i7-16gb-1tb8gb-ssd-4gb-4k/,22 * 263 * 386 mm,INTEL i7-4720HQ 2.6 Ghz,Nvidia Gforce GTX 960M,TFT LED-backlit LCD 2160 * 3840,8 GB SSD + 1 TB HDD,DDR3,47 Wh,16 GB,2.39 kg,SSDSATA,4 GB
,,,https://meghdadit.com/product/8147/lenovo-e5080-core-i5-4gb-500gb-2gb-laptop/,24.7 * 262 * 380 mm,INTEL i5-5200U 2.2 Ghz,AMD Radeon R5 M330,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,31 Wh,4 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/8120/lenovo-z5170-core-i7-16gb-1tb-2gb-full-hd-laptop/,24.6 * 265 * 384 mm,INTEL i7-5500U 2.4 Ghz,AMD Radeon R9 M375,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR3,41 Wh,16 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/8124/lenovo-b5030-n3540-2gb-500gb-intel/,28 * 262 * 380 mm,INTEL Pentium-N3540 2.16 Ghz,Intel HD Graphics,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,32 Wh,2 GB,2.5 kg,SATA,
,,,https://meghdadit.com/product/4724/lenovo-e4070-core-i3-4gb-500gb-2gb/,22.5 * 249 * 340 mm,INTEL i3-4005U 1.7 Ghz,AMD Radeon R5 M235,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,,4 GB,2.1 kg,SATA,2 GB 
,,,https://meghdadit.com/product/7591/lenovo-b5030-n3540-4gb-500gb-1gb/,28 * 262 * 380 mm,INTEL Pentium-N3540 2.16 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,32 Wh,4 GB,2.3 kg,SATA,1 GB 
,,,https://meghdadit.com/product/6047/lenovo-ideapad-305-core-i3-4gb-1tb-2gb/,24.7 * 262 * 380 mm,INTEL i3-4005U 1.7 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,41 Wh,4 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/7222/lenovo-z4170-core-i7-8gb-1tb-4gb/,24.3 * 248.9 * 346 mm,INTEL i7-5500U 2.4 Ghz,AMD Radeon R7-M360,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR3,,8 GB,2.10 kg,SATA,4 GB
,,,https://meghdadit.com/product/7469/lenovo-g5045-a8-6410-4gb-500gb-1gb/,25 * 265 * 385 mm,AMD A8-6410 2.0 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,با ظرفیت 32 وات‌ساعت,4 GB,2.5 kg,SATA,1 GB 
,,,https://meghdadit.com/product/7507/lenovo-flex2-core-i5-6gb-1tb-2gb-touch/,22 * 265 * 382 mm,INTEL i5-4210U 1.7 Ghz,Nvidia Gforce GT 840M,IPS LCD 1080 * 1920,1 TB HDD,DDR3,32 Wh,6 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/3080/lenovo-g5030-n3540-4gb-500gb-intel/,28 * 359 * 378 mm,INTEL Pentium-N3540 2.16 Ghz,Intel HD Graphics,Anti-Glare HD LED Display with True Life 768 * 1366,500 GB HDD,DDR3,,4 GB,2.5 kg,SATA,
,,,https://meghdadit.com/product/3083/lenovo-e540-core-i7-6gb-1tb-2gb/,29.6 * 250 * 377 mm,INTEL i7-4702MQ 2.2 Ghz,Nvidia Gforce GT 740M,LED BACKLIGHT 768 * 1366,1 TB HDD,DDR3,,6 GB,2.43 kg,SATA,2 GB 
,,,https://meghdadit.com/product/3094/lenovo-g5045-6010-6gb-1tb-1gb/,25 * 265 * 385 mm,,AMD Radeon R5 M230,"Delivers bright, crisp visuals Display 768 * 1366",1 TB HDD,DDR3,,4 GB,2.5 kg,SATA,1 GB 
,,,https://meghdadit.com/product/41150/acer-aspire-v3-575-core-i7-8gb-1tb-4gb-full-hd-laptop/,259 * 239 * 381 mm,INTEL i7-6500U 2.5 Ghz,Nvidia Gforce GT 940M,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR3,2000 mAh,8 GB,2.39 kg,SATA,4 GB
,,,https://meghdadit.com/product/10796/acer-aspire-e1-570g-core-i5-4gb-500gb-2gb/,381 × 254 × 33 mm,INTEL i5-4200U 1.6 Ghz,AMD Radeon R7 M265,Active Matrix TFT Colour LCD 768 * 1366,500 GB HDD,DDR3,,4 GB,2.4 kg,SATA,2 GB 
,,,https://meghdadit.com/product/10808/acer-aspire-v3-575g-core-i7-8gb-2tb-4gb-full-hd/,28 * 259 * 381 mm,INTEL i7-6500U 2.5 Ghz,Nvidia Gforce GT 940M,TFT LED-backlit LCD 1080 * 1920,2 TB HDD,DDR3,2000 mAh,8 GB,2.39 kg,SATA,4 GB
,,,https://meghdadit.com/product/42012/acer-aspire-v17-nitro-core-i7-8gb-2tb-4gb-full-hd-laptop/,25.4 * 292 * 424 mm,INTEL i7-4720HQ 2.6 Ghz,Nvidia Gforce GTX 940M,IPS LCD 1080 * 1920,2 TB HDD,DDR3,4450 mAh,8 GB,3 kg,SATA,4 GB
,,,https://meghdadit.com/product/41378/acer-aspire-v15-nitro-core-i7-8gb-1tb-4gb-laptop/,24 * 260 * 390 mm,INTEL i7-5500U 2.4 Ghz,Nvidia Gforce GTX 960M,TFT LED - backlit LCD 1080 * 1920,1 TB HDD,DDR3,52Wh,8 GB,2.4 kg,SATA,4 GB
,,,https://meghdadit.com/product/41199/acer-aspire-e5-574g-core-i5-8gb-1tb-2gb-laptop/,29.2 * 256 * 382 mm,INTEL i5-6200U 2.3 Ghz,Nvidia Gforce GeForce 920M,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,2520 mAh,8 GB,2.39 kg,SATA,2 GB 
,,,https://meghdadit.com/product/2215/lenovo-flex2-core-i5-6gb-1tb-4gb-touch/,22 * 265 * 382 mm,INTEL i5-4210U 1.7 Ghz,Nvidia Gforce GT 840M,IPS LCD 1080 * 1920,1 TB HDD,DDR3,,6 GB,2.3 kg,SATA,4 GB
,,,https://meghdadit.com/product/2989/lenovo-z5070-core-i5-8gb-1tb-4gb/,25 * 265 * 385 mm,,Nvidia Gforce GT 840M,TFT LED-backlit LCD FULL HD 1080 * 1920,1 TB HDD,DDR3,,8 GB,2.5 kg,SATA,4 GB
,,,https://meghdadit.com/product/2333/lenovo-thinkpad-edge-e440-core-i5-6gb-1tb-2gb/,26.3 * 239 * 344 mm,INTEL i5-4300M 2.6 Ghz,Nvidia Gforce GT 740M,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,,6 GB,2.2 kg,SATA,2 GB 
,,,https://meghdadit.com/product/1854/lenovo-g5045-6010-4gb-500gb-1-5gb/,25 × 265 × 385 mm,,AMD Radeon R5 M230,"Delivers bright, crisp visuals Display 768 * 1366",500 GB HDD,DDR3,,4 GB,2.5 kg,SATA,1.5 GB
,,,https://meghdadit.com/product/2475/lenovo-z5070-core-i5-6gb-1tb-2gb/,25 * 265 * 385 mm,INTEL i5-4210U 1.7 Ghz,Nvidia Gforce GeForce 820M,TFT LED-backlit LCD FULL HD 1080 * 1920,1 TB HDD,DDR3,,6 GB,2.5 kg,SATA,2 GB 
,,,https://meghdadit.com/product/1709/lenovo-e4070-core-i5-8gb-1tb-2gb/,22.5 * 249 * 340 mm,INTEL i5-4210U 1.7 Ghz,AMD Radeon R5 M235,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,,8 GB,2.1 kg,SATA,2 GB 
,,,https://meghdadit.com/product/1669/lenovo-e4070-core-i7-8gb-1tb8gb-sshd-2gb/,22.5 * 249 * 340 mm,INTEL i7-4510U 2.0 Ghz,AMD Radeon R5 M235,TFT LED-backlit LCD 768 * 1366,8 GB SSD + 1 TB HDD,DDR3,,8 GB,2.1 kg,SSHDSATA,2 GB 
,,,https://meghdadit.com/product/1670/lenovo-e4070-core-i5-8gb-1tb8gb-sshd-2gb/,22.5 * 249 * 340 mm,INTEL i5-4210U 1.7 Ghz,AMD Radeon R5 M235,TFT LED-backlit LCD 768 * 1366,8 GB SSD + 1 TB HDD,DDR3,,8 GB,2.1 kg,SSHDSATA,2 GB 
,,,https://meghdadit.com/product/1671/lenovo-e4070-core-i3-4gb-500gb-1gb/,22.5 * 249 * 340 mm,INTEL i3-4005U 1.7 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,,4 GB,2.1 kg,SATA,1 GB 
,,,https://meghdadit.com/product/1673/lenovo-ideapad-z5075-a10-8gb-1tb-3gb/,25 * 265 * 385 mm,AMD A10-7300 1.9 Ghz,AMD Radeon R6 M255,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR3,,8 GB,2.5 kg,SATA,3 GB
,,,https://meghdadit.com/product/1674/lenovo-ideapad-z5075-a6-8gb-1tb-3gb/,25 * 265 * 385 mm,AMD A6-7000 2.2 Ghz,AMD Radeon R6 M255,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR3,,8 GB,2.5 kg,SATA,3 GB
,,,https://meghdadit.com/product/1410/lenovo-e5070-core-i3-4gb-500gb-2gb/,25 * 265 * 385 mm,INTEL i3-4005U 1.7 Ghz,AMD Radeon R5 M230,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,,4 GB,2.5 kg,SATA,2 GB 
,,,https://meghdadit.com/product/1468/lenovo-z5070-core-i7-6gb-1tb-4gb/,25 * 265 * 385 mm,INTEL i7-4510U 2.0 Ghz,Nvidia Gforce GeForce 840M,TFT LED-backlit LCD FULL HD 1080 * 1920,1 TB HDD,DDR3,,6 GB,2.5 kg,SATA,4 GB
,,,https://meghdadit.com/product/1469/lenovo-thinkpad-edge-e531-core-i7-6gb-1tb-2gb/,24.5 * 244 * 377 mm,INTEL i7-3615QM 2.2 Ghz,Nvidia Gforce GT 740M,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR3,,6 GB,2.45 kg,SATA,2 GB 
,,,https://meghdadit.com/product/938/lenovo-flex2-core-i5-8gb-1tb-4gb/,22 * 265 * 382 mm,INTEL i5-4210u 1.7 Ghz,Nvidia Gforce GT 840M,IPS LCD 1080 * 1920,1 TB HDD,DDR3,,8 GB,2.3 kg,SATA,4 GB
,,,https://meghdadit.com/product/1219/lenovo-g5030-n3540-2gb-500gb-intel/,28 * 359 * 378 mm,INTEL Pentium-N3540 2.16 Ghz,Intel HD Graphics,Anti-Glare HD LED Display with True Life 768 * 1366,500 GB HDD,DDR3,,2 GB,2.5 kg,SATA,
,,,https://meghdadit.com/product/1158/lenovo-g5070-core-i5-4gb-1tb-2gb-laptop/,25 * 265 * 385 mm,,AMD Radeon R5 M230,HD LED 768 * 1366,1 TB HDD,DDR3,,4 GB,2.5 kg,SATA,2 GB 
,,,https://meghdadit.com/product/930/lenovo-s510-core-i7-6gb-1tb-2gb/,25 * 259 * 381 mm,INTEL i7-4500U 1.8 Ghz,Nvidia Gforce GT 720M,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR3,,6 GB,2.58 kg,SATA,2 GB 
,,,https://meghdadit.com/product/120628/lenovo-legion-5-ryzen-5-4600h-32gb-1tb-ssd-6gb-rtx-2060-full-hd-laptop/,363.06×259.6×26.1 mm,AMD Ryzen 5 4600H 3.0 Ghz,Nvidia Gforce RTX 2060,IPS 1080 * 1920,1 TB HDD,DDR4,80 Wh,32 GB,2.46 kg,SSD,6 GB 
,,,https://meghdadit.com/product/120629/lenovo-legion-5-ryzen-5-4600h-32gb-512gb-ssd-6gb-rtx-2060-full-hd-laptop/,363.06×259.6×26.1 mm,AMD Ryzen 5 4600H 3.0 Ghz,Nvidia Gforce RTX 2060,IPS 1080 * 1920,512 GB HDD,DDR4,80 Wh,32 GB,2.46 kg,SSD,6 GB 
,,,https://meghdadit.com/product/119791/lenovo-legion-5-core-i7-10750h-32gb-1tb-256ssd-6gb-1660ti-full-hd-laptop/,365x275x25 mm,INTEL i7 10750H 2.6 Ghz,Nvidia GeForce GTX 1660 Ti,,256 GB SSD + 1 TB HDD,DDR4,48 Wh,32 GB,2.39 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/119792/lenovo-legion-5-core-i7-10750h-32gb-1tb-512ssd-6gb-1660ti-full-hd-laptop/,365x275x25 mm,INTEL i7 10750H 2.6 Ghz,Nvidia GeForce GTX 1660 Ti,,512 GB SSD + 1 TB HDD,DDR4,48 Wh,32 GB,2.39 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/119793/lenovo-ideapad-s145-n4000-4gb-1tb-intel-hd-laptop/,378x265x22 mm,INTEL Celeron-N4000 1.1 Ghz,,LED-backlit LCD 768 * 1366,1 TB HDD,DDR4,,4 GB,2.2 کلیوگرم,HDD,
,,,https://meghdadit.com/product/119794/lenovo-ideapad-s145-n4000-8gb-1tb-intel-hd-laptop/,378x265x22 mm,INTEL Celeron-N4000 1.1 Ghz,,LED-backlit LCD 768 * 1366,1 TB HDD,DDR4,,8 GB,2.2 کلیوگرم,HDD,
,,,https://meghdadit.com/product/119795/lenovo-legion-5-core-i7-10750h-16gb-1tb-256gb-ssd-4gb-1650ti-full-hd-laptop/,365x275x25 mm,INTEL i7 10750H 2.6 Ghz,Nvidia GeForce GTX 1650TI,,256 GB SSD + 1 TB HDD,DDR4,48 Wh,16 GB,2.39 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/119796/lenovo-legion-5-core-i7-10750h-32gb-1tb-256gb-ssd-4gb-1650ti-full-hd-laptop/,365x275x25 mm,INTEL i7 10750H 2.6 Ghz,Nvidia GeForce GTX 1650TI,,256 GB SSD + 1 TB HDD,DDR4,48 Wh,32 GB,2.39 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/119797/lenovo-legion-5-core-i7-10750h-32gb-1tb-512gb-ssd-4gb-1650ti-full-hd-laptop/,365x275x25 mm,INTEL i7 10750H 2.6 Ghz,Nvidia GeForce GTX 1650TI,,512 GB SSD + 1 TB HDD,DDR4,48 Wh,32 GB,2.39 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/120061/lenovo-ideapad-gaming-3-ryzen-5-4600h-8gb-1tb-128gb-ssd-4gb-1650-full-hd-laptop/,359×249.6×24.9 میلی متر,,Nvidia Gforce NVIDIA Geforce GTX 1650,IPS 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,45WHr,8 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/120062/lenovo-ideapad-gaming-3-ryzen-5-4600h-8gb-1tb-256gb-ssd-4gb-1650-full-hd-laptop/,359×249.6×24.9 میلی متر,,Nvidia Gforce NVIDIA Geforce GTX 1650,IPS 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,45WHr,8 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/119985/lenovo-ideapad-5-core-i5-1135g7-8gb-512gb-ssd-2gb-full-hd-laptop/,356.6×233.1×19.9 mm,,Nvidia Gforce NVIDIA Geforce MX450,,512 GB HDD,DDR4,,8 GB,1.66 کلیوگرم,SSD,2 GB 
,,,https://meghdadit.com/product/119986/lenovo-v15-n4020-4gb-1tb-intel-hd-laptop/,19.9 × 251.5 × 362.2 میلی‌ متر,INTEL Celeron-N4020 1.1 Ghz,Intel Intel UHD Graphic,,1 TB HDD,DDR4,,4 GB,1.85 کلیوگرم,HDD,
