model_name,score,price
IdeaPad 1,6.0,9499000
V15 G2,6.0,14699000
mac,6.0,184800000
TUF Gaming F15 FX506HC,6.0,42350000
ROG Strix G15 G513QY,6.0,78890000
ROG Strix G15 G513IE,6.0,59900000
VivoBook X513EA,6.0,29990000
IdeaPad 3,6.0,24500000
VivoBook R465EA,6.0,20000000
VivoBook X515EP,6.0,25950000
Creator Q530VJ,6.0,54955000
Zenbook 17 FOLD UX9702,6.0,179600000
IdeaPad 3,6.0,13988000
VivoBook 15 R1502ZA,6.0,26749000
Legion 5 Pro,6.0,79499000
surface,6.0,74999000
ROG Strix Scar 15 G533ZM,6.0,88100000
OMEN 16-C0002dx,6.0,46400000
OMEN 16-b0013DX,6.0,52200000
VivoBook 16 R1605ZA,6.0,27800000
TUF Gaming F15 FX507ZC,6.0,45280000
IdeaPad 3,6.0,14000000
V15 G2,6.0,14700000
IdeaPad Gaming 3,6.0,49799000
IdeaPad 3,6.0,14500000
surface,6.0,54500000
Raider GE67HX 12UGS,6.0,91000000
VivoBook 16 R1605ZA,6.0,26660000
TUF Dash F15 FX516PM,6.0,64700000
VivoBook R565JP,6.0,30500000
IdeaPad 3,6.0,16450000
IdeaPad 3,6.0,29798000
IdeaPad 3,6.0,29000000
ROG Zephyrus GA401QC,6.0,57100000
TUF Gaming F15 FX506HF,6.0,40486000
surface,6.0,79133000
VivoBook R565JP,6.0,29700000
TUF Dash F15 FX517ZC,6.0,53000000
IdeaPad 3,6.0,0
Legion 5,6.0,71500000
ROG Strix G16 G614JV,6.0,71650000
TUF Gaming F15 FX506HC,6.0,42500000
VivoBook 15 K513EQ,6.0,35674000
VivoBook R565EP,6.0,28523000
TUF Dash F15 FX517ZM,6.0,69265000
OMEN 16-b0003,6.0,51799000
اسپایر 1 A114-33,6.0,0
ROG Strix G15 G513RC,6.0,50245000
OMEN 16-C0002dx,6.0,45300000
VivoBook 15 K513EQ,6.0,37000000
IdeaPad 3,6.0,15700000
VivoBook Pro 16X N7600PC,6.0,35500000
ROG Strix G16 G614JV,6.0,75450000
ThinkBook 15 G2,6.0,29500000
IdeaPad 3,6.0,24500000
V15 G2,6.0,20300000
VivoBook 15 R1502ZA,6.0,18000000
IdeaPad 3,6.0,17800000
ThinkBook 15 G2,6.0,32999000
ThinkBook 15 G2,6.0,19600000
IdeaPad 3,6.0,26830000
VivoBook 15 R1502ZA,6.0,18500000
IdeaPad Gaming 3,6.0,42999000
V15 G2,6.0,18500000
TUF Gaming F15 FX507ZV4,6.0,63380000
surface,6.0,36600000
ZenBook 13 UX325EA,6.0,49500000
IdeaPad 3,6.0,30800000
IdeaPad 3,6.0,25399000
Legion 5 Pro,6.0,0
surface,6.0,62583000
پاویلیون x360 Convertible 14t-DY000,6.0,33000000
Creator Q530VJ,6.0,61380000
Vostro 3510,6.0,34990000
TUF Gaming F15 FX506LHB,6.0,0
Laptop 15 dw4011nia,6.0,35600000
TUF Gaming A17 FA707RW,6.0,65969000
15s-eq1015ne,6.0,15700000
Legion 5,6.0,76000000
IdeaPad 3,6.0,27900000
IdeaPad 3,6.0,29500000
surface,6.0,86000000
پاویلیون X360 15t ER100,6.0,54499000
IdeaPad 3,6.0,27799000
IdeaPad Slim 3 15IRU8,6.0,15488000
VivoBook X515EP,6.0,30900000
IdeaPad 3,6.0,25599000
IdeaPad 3,6.0,30899000
TUF Gaming F15 FX507ZV4,6.0,61970000
V15 G2,6.0,19800000
وسترو 14 3400,6.0,34000000
TUF Dash F15 FX517ZE,6.0,63890000
ExpertBook B7 Flip B7402FBA,6.0,42500000
Victus 16-d1009nia,6.0,35500000
Envy 16-H1023DX,6.0,107999000
VivoBook 15 X1502ZA,6.0,23299000
اسپایر 7 A715-42G-R23A,6.0,38000000
Legion 5,6.0,57400000
ExpertBook B1 B1400CBA,6.0,41000000
ThinkBook 15,6.0,16099000
VivoBook 15 R1502ZA,6.0,36299000
V15 G2,6.0,19100000
V15 G2,6.0,19400000
VivoBook Flip 14 TP470EA,6.0,28699000
surface,6.0,72000000
اسپایر 3 A315-58G-35GH,6.0,17620000
Cyborg 15 A12VE,6.0,50699000
IdeaPad 3,6.0,17150000
15s-eq1015ne,6.0,16288000
IdeaPad 3,6.0,18190000
VivoBook 15 X1500EP,6.0,33000000
TUF Gaming F15 FX506HF,6.0,39350000
V15 G3,6.0,16700000
VivoBook X515EP,6.0,27900000
اسپایر 3 A315-58G-30KZ,6.0,21020000
ThinkBook 15 G2,6.0,35600000
VivoBook 17X K1703ZA,6.0,30490000
IdeaPad 3,6.0,18750000
V15 G2,6.0,17790000
اسپایر 3 A315-58G,6.0,20700000
Cyborg 15 A12VE,6.0,56499000
LOQ 15IRH8,6.0,47550000
surface,6.0,84500000
F512JA,6.0,24350000
V15,6.0,23500000
IdeaPad Flex 5,6.0,37600000
VivoBook R565EP,6.0,35000000
IdeaPad 3,6.0,16350000
ThinkPad E14,6.0,51880000
V15,6.0,11900000
TUF Dash F15 FX516PM,6.0,59100000
TUF Dash F15 FX517ZE,6.0,60500000
LOQ 15IRH8,6.0,52000000
X509FA,6.0,17500000
اسپایر 3 A315-58-39P3,6.0,15700000
ThinkBook 15 G2,6.0,20800000
V15 G3,6.0,18700000
F512JA,6.0,28992000
IdeaPad 3,6.0,17500000
ThinkBook 15,6.0,22400000
ThinkBook 15 G2,6.0,16650000
VivoBook 15 R1504VA,6.0,27990000
IdeaPad 3,6.0,25000000
VivoBook 15 R1502ZA,6.0,39450000
ExpertBook B1500C,6.0,0
ExpertBook B1 B1400CEAE,6.0,38399000
ThinkBook 15 G2,6.0,31590000
VivoBook Pro 15 OLED D3500QC,6.0,43998000
V15 G3,6.0,19500000
Legion 5 Pro,6.0,66599000
VivoBook 15 X1502ZA,6.0,17874000
surface,6.0,68300000
TUF Gaming F15 FX506HF,6.0,38000000
surface,6.0,49400000
ThinkBook 15 G2,6.0,23490000
V15 G3,6.0,18250000
surface,6.0,51500000
F512JA,6.0,23500000
IdeaPad 5,6.0,30000000
ThinkBook 15 G2,6.0,19600000
TUF Gaming F15 FX507ZC4,6.0,45000000
ENVY X360 15t-fe0053dx,6.0,55660000
TUF Dash F15 FX517ZC,6.0,63000000
ROG Strix Scar 17 G733PY,6.0,167999000
Gaming G15 5530,6.0,80899000
VivoBook 15 X1504VA,6.0,29674000
IdeaPad 5,6.0,35000000
VivoBook X515EP,6.0,27900000
V15 G2,6.0,19300000
IdeaPad 3 15ITL6,6.0,19750000
VivoBook 15 X1500EP,6.0,28500000
آیدیاپد,6.0,36000000
VivoBook 16 D1603QA,6.0,30000000
15-dw1536nia,6.0,15000000
15-fd0237nia,6.0,39000000
V15 G2,6.0,18090000
V15 G2,6.0,19090000
IdeaPad Slim 3,6.0,26499000
Victus 15 FA1021NIA,6.0,53499000
ExpertBook B2 B2402CBA,6.0,42500000
VivoBook 15 X1504VA,6.0,33889000
ROG Strix G18 G814JZ,6.0,175200000
VivoBook X515EP,6.0,22690000
V15 G3,6.0,20600000
IdeaPad 3,5.0,15100000
ENVY X360 13-BF0013DX,5.0,45790000
IdeaPad 3,5.0,23500000
Katana 15 B13VFK,5.0,69355000
آیدیاپد,5.0,35500000
TUF Gaming F15 FX506HE,5.0,45300000
ROG Strix G17 G713RM,5.0,64999000
Summit E13 Flip Evo A12MT,5.0,91950000
Katana 15 B13VEK,5.0,66000000
IdeaPad 3,5.0,17590000
X509FA,5.0,19150000
V15 G2,5.0,26992000
V15,5.0,26090000
اسپایر 3 A315-58G-30KZ,5.0,21220000
V15 G2,5.0,18790000
Vivobook Pro 16 OLED K6602,5.0,71898000
IdeaPad 3 15ITL6,5.0,19800000
ROG Strix G16 G614JU,5.0,68499000
VivoBook R565EA,2.0,16500000
