url,Title,Manufacturer,Model_Name,Screen_Size,Resolution,CPU,RAM,RAM_type,Storage,Storage_type,GPU,GPU_RAM,Size,Weight,Score,Battery_life,Price
https://www.zoomit.ir/product/acer-aspire-3-a315-58g-35gh-core-i3-1115g4-mx350-12gb-1256gb/,لپ تاپ اسپایر 3 A315-58G-35GH ایسر - Core i3-1115G4 MX350 12GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,12 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (HDD و SSD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 20,100,000 "
https://www.zoomit.ir/product/lenovo-v15-g2-core-i3-1115g4-mx350-8gb-512gb/,لپ تاپ V15 G2 لنوو - Core i3-1115G4 MX350 8GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce MX350,2 گیگابایت,19.9 × 235.8 × 359.2 میلی‌متر,1.7 کیلوگرم,8,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 18,800,000 "
https://www.zoomit.ir/product/lenovo-legion-5-core-i7-11800h-rtx-3070-32gb-2tb/,لپ تاپ Legion 5 لنوو - Core i7-11800H RTX 3070 32GB 2TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-11800H,32 گیگابایت,DDR4-3200,2 ترابایت,SSD,انویدیا GeForce RTX 3070,8 گیگابایت از نوع GDDR6 و 256 بیت,25.7 × 260.6 × 362.5 میلی‌متر,2.4 کیلوگرم,7,باتری 4 سلولی با ظرفیت 60 وات‌ساعت," 63,099,000 "
https://www.zoomit.ir/product/lenovo-v15-g2-core-i5-1135g7-mx350-16gb-1tb/,لپ تاپ V15 G2 لنوو - Core i5-1135G7 MX350 16GB 1TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,16 گیگابایت,DDR4,1 ترابایت,HDD,انویدیا GeForce MX350,2 گیگابایت,19.9 × 251.5 × 362.2 میلی‌متر,1850 گرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 26,096,000 "
https://www.zoomit.ir/product/asus-rog-flow-x16-2023-gv601vi-core-i9-13900h-rtx-4070-16gb-1tb/,لپ تاپ ROG Flow X16 2023 GV601VI ایسوس - Core i9-13900H RTX 4070 16GB 1TB, ROG Flow X16 2023 GV601VI,ASUS,16 اینچ,QHD - 2560×1600,اینتل Core i9-13900H,16 گیگابایت,DDR5,1 ترابایت,SSD,انویدیا GeForce RTX 4070,8 گیگابایت از نوع GDDR6 و 128Bit,21.9 × 243 × 355 میلی‌متر,2.2 کیلوگرم,7,باتری 4 سلولی با ظرفیت 90 وات‌ساعت," 131,999,000 "
https://www.zoomit.ir/product/asus-rog-strix-g15-g513rc-ryzen-7-6800h-rtx-3050-32gb-2tb/,لپ تاپ ROG Strix G15 G513RC ایسوس - Ryzen 7 6800H RTX 3050 32GB 2TB, ROG Strix G15 G513RC,ASUS,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 7 6800H,32 گیگابایت,DDR4,2 ترابایت,SSD,انویدیا GeForce RTX 3050,4 گیگابایت از نوع GDDR6,22.6 × 259 × 354 میلی‌متر,2.1 کیلوگرم,7,باتری 4 سلولی با ظرفیت 56 وات‌ساعت," 58,900,000 "
https://www.zoomit.ir/product/asus-x515ea-core-i3-1115g4-uhd-8gb-512gb/,لپ تاپ X515EA ایسوس - Core i3-1115G4 UHD 8GB 512GB, X515EA,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,512 گیگابایت,SSD,,فاقد حافظه اختصاصی,19.9 × 235 × 359.2 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 16,590,000 "
https://www.zoomit.ir/product/asus-rog-strix-g15-g513rc-ryzen-7-6800h-rtx-3050-32gb-1tb/,لپ تاپ ROG Strix G15 G513RC ایسوس - Ryzen 7 6800H RTX 3050 32GB 1TB, ROG Strix G15 G513RC,ASUS,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 7 6800H,32 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce RTX 3050,4 گیگابایت از نوع GDDR6,22.6 × 259 × 354 میلی‌متر,2.1 کیلوگرم,8,باتری 4 سلولی با ظرفیت 56 وات‌ساعت," 54,500,000 "
https://www.zoomit.ir/product/asus-vivobook-x515ep-core-i5-1135g7-mx330-12gb-512gb/,لپ تاپ VivoBook X515EP ایسوس - Core i5-1135G7 MX330 12GB 512GB, VivoBook X515EP,ASUS,15.6 اینچ,HD - 1366×768,اینتل Core i5-1135G7,12 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce MX330,2 گیگابایت از نوع GDDR5,19.9 × 234.9 × 360.2 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 26,899,000 "
https://www.zoomit.ir/product/microsoft-surface-pro-8-corei5-1135g7-iris-xe-8gb-128gb/,لپ تاپ سرفیس پرو 8 مایکروسافت - Core i5-1135G7 Intel Iris Xe 8GB 128GB,,,13 اینچ,1920×2880,اینتل i5-1135G7,8 گیگابایت,LPDDDR4x,128 گیگابایت,SSD,,فاقد حافظه‌ی اختصاصی,9.3 × 208.3 × 287.02 میلی‌‌متر,0.89 کیلوگرم,7,باتری با ظرفیت 51.5 وات‌ساعت," 36,199,000 "
https://www.zoomit.ir/product/asus-vivobook-15-k513eq-core-i7-1165g7-mx350-20gb-512gb/,لپ تاپ VivoBook 15 K513EQ ایسوس - Core i7-1165G7 MX350 20GB 512GB, VivoBook 15 K513EQ,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,20 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce MX350,2 گیگابایت,17.9 × 235 × 359 میلی‌متر,1.8 کیلوگرم,6,باتری 3 سلولی لیتیوم یونی با ظرفیت 42 وات‌ساعت," 35,674,000 "
https://www.zoomit.ir/product/legion-pro-5i-core-i7-13700hx-rtx-4070-32gb-1tb/,لپ تاپ Legion Pro 5i لنوو - Core i7-13700HX RTX 4070 32GB 1TB,,,16 اینچ,1600×2560 - WQXGA,اینتل Core i7-13700HX,32 گیگابایت,,1 ترابایت,SSD,انویدیا GeForce RTX 4070,8 گیگابایت از نوع GDDR6,26.7 × 260.3 × 363.4 میلی‌متر,2.5 کیلوگرم,8,باتری 4 سلولی با ظرفیت 80 وات‌ساعت," 95,000,000 "
https://www.zoomit.ir/product/hp-omen-16-b0003-core-i7-11800h-rtx-3060-32gb-1tb/,لپ تاپ OMEN 16-b0003 اچ پی - Core i7-11800H RTX 3060 32GB 1TB, OMEN 16-b0003,HP,16.1 اینچ,1080×1920 - FHD,اینتل Core i7-11800H,32 گیگابایت,DDR4-3200,1 ترابایت,SSD,انویدیا GeForce RTX 3060,6 گیگابایت از نوع GDDR6 و 128 بیت,23.1 × 248 × 369 میلی‌متر,2.3 کیلوگرم,7,باتری 4 سلولی با ظرفیت 70 وات‌ساعت," 52,990,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i7-1165g7-mx450-12gb-1tb/,لپ تاپ IdeaPad 3 لنوو - Core i7-1165G7 MX450 12GB 1TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,12 گیگابایت,DDR4-3200,1 ترابایت,HDD,انویدیا GeForce MX450,2 گیگابایت از نوع GDDR5 و 64 بیت,19.5 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 28,900,000 "
https://www.zoomit.ir/product/asus-vivobook-r565ep-core-i7-1135g7-mx330-12gb-1256gb/,لپ تاپ VivoBook R565EP ایسوس - Core i5-1135G7 MX330 12GB 1256GB, VivoBook R565EP,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,12 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX330,2 گیگابایت از نوع GDDR5 و 64 بیت,19.9 × 234.9 × 360.2 میلی‌متر,1.8 کیلوگرم,6,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 28,523,000 "
https://www.zoomit.ir/product/hp-omen-17t-ck000-core-i7-11800h-rtx-3060-32gb-1tb/,لپ تاپ OMEN 17t-ck000 اچ پی - Core i7-11800H RTX 3060 32GB 1TB, OMEN 17t-ck000,HP,17.3 اینچ,1080×1920 - FHD,اینتل Core i7-11800H,32 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce RTX 3060,6 گیگابایت از نوع GDDR6,26 × 262 × 397 میلی‌متر,2.7 کیلوگرم,7,باتری 6 سلولی با ظرفیت 83 وات‌ساعت," 60,700,000 "
https://www.zoomit.ir/product/asus-tuf-gaming-a15-fa507rc-ryzen-7-6800h-rtx-3050-16gb-512gb/,لپ تاپ TUF Gaming A15 FA507RC ایسوس - Ryzen 7 6800H RTX 3050 16GB 512GB, TUF Gaming A15 FA507RC,ASUS,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 7 6800H,16 گیگابایت,DDR5,512 گیگابایت,SSD,انویدیا GeForce RTX 3050,4 گیگابایت,24.9 × 251 × 354 میلی‌متر,2.2 کیلوگرم,7,باتری 4 سلولی با ظرفیت 56 وات‌ساعت," 49,990,000 "
https://www.zoomit.ir/product/lenovo-ideapad-gaming-3-core-i5-11300h-gtx-1650-32gb-1256gb/,لپ تاپ آیدیاپد گیمینگ 3 لنوو - Core i5-11300H GTX 1650 32GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11300H,32 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce GTX 1650,4 گیگابایت از نوع GDDR6,24.2 × 251.9 × 359.6 میلی‌متر,2.25 کیلوگرم,7,باتری با ظرفیت 45 وات‌ساعت," 37,500,000 "
https://www.zoomit.ir/product/asus-tuf-gaming-f15-fx506hc-core-i5-11400h-rtx-3050-32gb-512gb/,لپ تاپ TUF Gaming F15 FX506HC ایسوس - Core i5-11400H RTX 3050 32GB 512GB, TUF Gaming F15 FX506HC,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11400H,32 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce RTX 3050,4 گیگابایت از نوع GDDR6,22.8 × 256 × 359 میلی‌متر,2.3 کیلوگرم,7,باتری 3 سلولی با ظرفیت 48 وات‌ساعت," 43,000,000 "
https://www.zoomit.ir/product/lenovo-legion-5-pro-ryzen-7-6800h-rtx-3060-16gb-512gb/,لپ تاپ Legion 5 Pro لنوو - AMD Ryzen 7 6800H RTX 3060 16GB 512GB,,,16 اینچ,1600×2560 - WQXGA,AMD Ryzen 7 6800H,16 گیگابایت,DDR5,512 گیگابایت,SSD,انویدیا GeForce RTX 3060,6 گیگابایت از نوع GDDR6,26.6 × 264.4 × 359.9 میلی‌متر,2.49 کیلوگرم,7,باتری 4 سلولی با ظرفیت 80 وات‌ساعت," 58,699,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i7-1165g7-mx450-8gb-1512gb/,لپ تاپ IdeaPad 3 لنوو - Core i7-1165G7 MX450 8GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,8 گیگابایت,DDR4-3200,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX450,2 گیگابایت از نوع GDDR5 و 64 بیت,19.5 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 29,293,000 "
