url,Title,Manufacturer,Model_Name,Screen_Size,Resolution,CPU,RAM,RAM_type,Storage,Storage_type,GPU,GPU_RAM,Size,Weight,Score,Battery_life,Price
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i7-1165g7-mx450-8gb-1256gb/,لپ تاپ IdeaPad 3 لنوو - Core i7-1165G7 MX450 8GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,8 گیگابایت,DDR4-3200,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX450,2 گیگابایت از نوع GDDR5 و 64 بیت,19.5 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 29,000,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-ryzen-7-5700u-vega-8-12gb-1256gb/,لپ تاپ IdeaPad 3 لنوو - Ryzen 7 5700U Vega 8 12GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 7 5700U,12 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),,,19.9 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,9,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 27,850,000 "
https://www.zoomit.ir/product/acer-nitro-5-an515-58-core-i7-12700h-rtx-3050-16gb-1tb/,لپ تاپ نیترو 5 AN515-58-73WQ ایسر - Core i7-12700H RTX 3050 16GB 1TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-12700H,16 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce RTX 3050,4 گیگابایت از نوع GDDR6,25.9 × 271 × 360 میلی‌متر,2.5 کیلوگرم,7,باتری 4 سلولی با ظرفیت 57.5 وات‌ساعت," 48,100,000 "
https://www.zoomit.ir/product/microsoft-surface-pro-9-13-inch-core-i5-1235u-iris-xe-16gb-256gb/,لپ تاپ سرفیس پرو 9 مایکروسافت - Core i5-1235U Iris Xe 16GB 256GB,,,13 اینچ,1920×2880,اینتل Core i5-1235U,16 گیگابایت,LPDDR5X,256 گیگابایت,SSD,,,9.3 × 209 × 287 میلی‌متر,0.87 کیلوگرم,8,باتری با ظرفیت 47.7 وات‌ساعت," 54,800,000 "
https://www.zoomit.ir/product/msi-sword-17-a12ucx-core-i5-12450h-rtx-2050-8gb-512gb/,لپ تاپ Sword 17 A12UCX ام اس آی - Core i5 12450H RTX 2050 8GB 512GB, Sword 17 A12UCX,MSI,17.3 اینچ,1080×1920 - FHD,اینتل Core i5-12450H,8 گیگابایت,DDR5,512 گیگابایت,SSD,انویدیا GeForce RTX 2050,4 گیگابایت از نوع GDDR6 و 64 بیت,25.2 × 273 × 398 میلی‌متر,2.6 کیلوگرم,7,باتری 3 سلولی با ظرفیت 53 وات‌ساعت," 41,899,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-core-i3-1115g4-mx450-8gb-1256gb/,لپ تاپ ThinkBook 15 لنوو - Core i3-1115G4 MX450 8GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4-3200,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX450,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 22,700,000 "
https://www.zoomit.ir/product/lenovo-legion-5-core-i7-11800h-rtx-3060-32gb-1tb/,لپ تاپ Legion 5 لنوو - Core i7-11800H RTX 3060 32GB 1TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-11800H,32 گیگابایت,DDR4-3200,1 ترابایت,SSD,انویدیا GeForce RTX 3060,6 گیگابایت از نوع GDDR6,25.7 × 260 × 362 میلی‌متر,2.4 کیلوگرم,7,باتری 4 سلولی با ظرفیت 60 وات‌ساعت," 55,699,000 "
https://www.zoomit.ir/product/asus-tuf-gaming-f15-fx506hc-core-i5-11260h-rtx-3050-8gb-512gb/,لپ تاپ TUF Gaming F15 FX506HC ایسوس - Core i5-11260H RTX 3050 8GB 512GB, TUF Gaming F15 FX506HC,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11260H,8 گیگابایت,DDR4-3200,512 گیگابایت,SSD,انویدیا GeForce RTX 3050,4 گیگابایت از نوع GDDR6,24.9 × 256 × 359 میلی‌متر,2.3 کیلوگرم,7,باتری 3 سلولی با ظرفیت 48 وات‌ساعت," 39,777,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i3-1115g4-uhd-graphics-xe-4gb-256gb/,لپ تاپ IdeaPad 3 لنوو - Core i3-1115G4 UHD Graphics Xe 4GB 256GB,,,15.6 اینچ,HD - 1366×768,اینتل Core i3-1115G4,4 گیگابایت,DDR4,256 گیگابایت,SSD,,فاقد حافظه‌ی گرافیکی اختصاصی,19.9 × 253.4 × 362.2 میلی‌متر,1.7 کیلوگرم,8,باتری 2 سلولی با ظرفیت 35 وات‌ساعت," 14,450,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i7-1165g7-mx450-16gb-1256gb/,لپ تاپ IdeaPad 3 لنوو - Core i7-1165G7 MX450 16GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,16 گیگابایت,DDR4-3200,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX450,2 گیگابایت از نوع GDDR5 و 64 بیت,19.5 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,6,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 29,500,000 "
https://www.zoomit.ir/product/microsoft-surface-book-3-core-i7-gtx-1660ti-32gb-512gb/,لپ تاپ سرفیس بوک 3 نسخه 15 اینچ مایکروسافت - Core i7 GTX 1660Ti 32GB 512GB,,,15 اینچ,2160×3240,اینتل Core i7-1065G7,32 گیگابایت,LPDDR4X-2733,512 گیگابایت,SSD,انویدیا GeForce GTX 1660 Ti,6 گیگابایت از نوع GDDR6,23 × 251 × 343 میلی‌متر,1.64 کیلوگرم,7,," 91,380,000 "
https://www.zoomit.ir/product/asus-tuf-dash-f15-tuf516pe-core-i7-11370h-rtx-3050ti-8gb-512gb/,لپ تاپ TUF Dash F15 TUF516PE ایسوس - Core i7-11370H RTX 3050Ti 8GB 512GB, TUF Dash F15 TUF516PE,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-11370H,8 گیگابایت,DDR4-3200,512 گیگابایت,SSD,انویدیا GeForce RTX 3050 Ti,4 گیگابایت از نوع GDDR6 و 128 بیت,19.9 × 252 × 360 میلی‌متر,2 کیلوگرم,10,باتری 4 سلولی با ظرفیت 76 وات‌ساعت," 52,000,000 "
https://www.zoomit.ir/product/apple-macbook-air-15-2023-m2-8gb-512gb/,لپ تاپ مک بوک ایر 15 اینچی 2023 اپل - M2 8GB 512GB,,,15.3 اینچ,1864×2880,اپل M2,48 گیگابایت,,512 گیگابایت,SSD,,,11.5 × 237.6 × 304.4 میلی‌متر,1.51 کیلوگرم,7,باتری لیتیوم پلیمری با ظرفیت 66.5 وات‌ساعت," 71,895,000 "
https://www.zoomit.ir/product/asus-vivobook-go-15-oled-l1504fa-ryzen-3-7320u-610m-8gb-512gb/,لپ تاپ Vivobook Go 15 OLED L1504FA ایسوس - Ryzen 3 7320U 610M 8GB 512GB, Vivobook Go 15 OLED L1504FA,ASUS,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 3 7320U,8 گیگابایت,LPDDR5,512 گیگابایت,SSD,,,17.9 × 232.5 × 360 میلی‌متر,1.6 کیلوگرم,8,باتری 3 سلولی با ظرفیت 42 وات‌ساعت," 21,999,000 "
https://www.zoomit.ir/product/lenovo-v15-g2-core-i5-1135g7-mx350-8gb-256gb/,لپ تاپ V15 G2 لنوو - Core i5-1135G7 MX350 8GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,8 گیگابایت,DDR4,256 گیگابایت,SSD,انویدیا GeForce MX350,2 گیگابایت,19.9 × 251.5 × 362.2 میلی‌متر,1.85 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 22,899,000 "
https://www.zoomit.ir/product/lenovo-ideapad-gaming-3-core-i7-12650h-rtx-3050-32gb-512gb/,لپ تاپ IdeaPad Gaming 3 لنوو - Core i7-12650H RTX 3050 32GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-12650H,32 گیگابایت,DDR4,512 گیگابایت,PCIe NVMe,انویدیا GeForce RTX 3050,4 گیگابایت,21.8 × 266.4 × 359.6 میلی‌متر,2.32 کیلوگرم,7,باتری 4 سلولی با ظرفیت 45 وات‌ساعت," 48,499,000 "
https://www.zoomit.ir/product/asus-rog-strix-g17-g713rm-ryzen-9-6900hx-rtx-3060-32gb-1tb/,لپ تاپ ROG Strix G17 G713RM ایسوس - Ryzen 9 6900HX RTX 3060 32GB 1TB, ROG Strix G17 G713RM 2022,ASUS,17.3 اینچ,1080×1920 - FHD,AMD Ryzen 9 6900HX,32 گیگابایت,DDR5,1 ترابایت,PCIe NVMe,انویدیا GeForce RTX 3060,6 گیگابایت از نوع GDDR6,26.5 × 282 × 395 میلی‌متر,2.5 کیلوگرم,8,باتری 4 سلولی با ظرفیت 90 وات‌ساعت," 69,000,000 "
https://www.zoomit.ir/product/msi-modern-15-b7m-ryzen-5-7530u-rx-vega-7-16gb-512gb/,لپ تاپ Modern 15 B7M ام اس آی - Ryzen 5-7530U RX Vega 7 16GB 512GB, Modern 15 B7M,MSI,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 5 7530U,16 گیگابایت,DDR4,512 گیگابایت,SSD,,,19.9 × 241 × 359 میلی‌متر,1.75 کیلوگرم,7,باتری 3 سلولی با ظرفیت 53.8 وات‌ساعت," 32,500,000 "
https://www.zoomit.ir/product/microsoft-surface-laptop-4-15-inch-core-i7-1185g7-iris-xe-32gb-1tb/,لپ تاپ سرفیس لپ تاپ 4 نسخه 15 اینچ مایکروسافت - Core i7-1185G7 Iris Xe 32GB 1TB,,,15 اینچ,1664×2496,اینتل Core i7-1185G7,32 گیگابایت,,1 ترابایت,SSD,,,14.7 × 244 × 339.5 میلی‌متر,1.54 کیلوگرم,6,باتری با ظرفیت 47 وات‌ساعت," 86,000,000 "
https://www.zoomit.ir/product/asus-vivobook-r565ep-core-i7-1135g7-mx330-16gb-1tb/,لپ تاپ VivoBook R565EP ایسوس - Core i5-1135G7 MX330 16GB 1TB, VivoBook R565EP,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,16 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce MX330,2 گیگابایت از نوع GDDR5 و 64 بیت,19.9 × 234.9 × 360.2 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 29,300,000 "
https://www.zoomit.ir/product/asus-vivobook-x515ep-core-i7-1165g7-mx330-12gb-1tb/,لپ تاپ VivoBook X515EP ایسوس - Core i7-1165G7 MX330 12GB 1TB, VivoBook X515EP,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,12 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce MX330,2 گیگابایت از نوع GDDR5,19.9 × 234.9 × 360.2 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 32,074,000 "
https://www.zoomit.ir/product/lenovo-v15-g2-core-i3-1115g4-mx350-12gb-1128gb/,لپ تاپ V15 G2 لنوو - Core i3-1115G4 MX350 12GB 1128GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,12 گیگابایت,DDR4,1128 گیگابایت (1 ترابایت HDD و 128 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX350,2 گیگابایت,19.9 × 251.5 × 362.2 میلی‌متر,1.85 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 20,200,000 "
https://www.zoomit.ir/product/asus-tuf-gaming-f15-fx507zu-core-i7-12700h-rtx-4050-16gb-1tb/,لپ تاپ TUF Gaming F15 FX507ZU ایسوس - Core i7-12700H RTX 4050 16GB 1TB, TUF Gaming F15 FX507ZU,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-12700H,16 گیگابایت,DDR5-4800,1 ترابایت,SSD,انویدیا GeForce RTX 4050,6 گیگابایت از نوع GDDR6,22.4 × 251 × 354 میلی‌متر,2.2 کیلوگرم,8,باتری 4 سلولی با ظرفیت 90 وات‌ساعت," 61,250,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-core-i3-1115g4-mx450-8gb-256gb/,لپ تاپ ThinkBook 15 لنوو - Core i3-1115G4 MX450 8GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4-3200,256 گیگابایت,SSD,انویدیا GeForce MX450,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,8,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 21,100,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i3-1115g4-uhd-graphics-xe-8gb-1512gb-fhd/,لپ تاپ IdeaPad 3 لنوو - Core i3-1115G4 UHD Graphics Xe 8GB 1512GB FHD,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (SSD و HDD),,فاقد حافظه‌ی گرافیکی اختصاصی,19.9 × 253.4 × 362.2 میلی‌متر,1.7 کیلوگرم,8,باتری 2 سلولی با ظرفیت 35 وات‌ساعت," 16,750,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i5-1135g7-mx350-8gb-1256gb/,لپ تاپ IdeaPad 3 لنوو - Core i5-1135G7 MX350 8GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,8 گیگابایت,DDR4-3200,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5 و 64 بیت,19.9 × 236.5 × 359.2 میلی‌متر,1.65 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 25,500,000 "
https://www.zoomit.ir/product/lenovo-v15-ryzen-5-5500u-vega-7-8gb-1512gb/,لپ تاپ V15 لنوو - Ryzen 5 5500U Vega 7 8GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 5 5500U,8 گیگابایت,DDR4-3200,1 ترابایت HDD و 512 گیگابایت SSD,هیبریدی (SSD و HDD),,,19.9 × 235.8 × 359.2 میلی‌متر,1.7 کیلوگرم,7,باتری 2 سلولی با ظرفیت 38 وات‌ساعت," 24,980,000 "
https://www.zoomit.ir/product/asus-vivobook-16x-m1603qa-ryzen-5-5600h-vega-7-16gb-1tb/,لپ تاپ VivoBook 16X M1603QA ایسوس - Ryzen 5 5600H Vega 7 16GB 1TB, VivoBook 16X M1603QA,ASUS,16 اینچ,1200×1920 - WUXGA,AMD Ryzen 5 5600H,16 گیگابایت,DDR4,1 ترابایت,SSD,,,19.9 × 247.7 × 358.4 میلی‌متر,1.88 کیلوگرم,8,باتری 3 سلولی با ظرفیت 50 وات‌ساعت," 29,500,000 "
https://www.zoomit.ir/product/hp-15s-eq1015ne-ryzen-3-3250u-vega-3-16gb-512gb/,لپ تاپ 15s-eq1015ne اچ پی - Ryzen 3 3250U Vega 3 16GB 512GB, 15s-eq1015ne,HP,15.6 اینچ,HD - 1366×768,AMD Ryzen 3 3250U,16 گیگابایت,DDR4-2400,512 گیگابایت,SSD,,,17.9 × 242 × 358.5 میلی‌متر,1.69 کیلوگرم,7,باتری 3 سلولی با ظرفیت 41 وات‌ساعت," 16,855,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58g-35gh-core-i3-1115g4-mx350-4gb-1128gb/,لپ تاپ اسپایر 3 A315-58G-35GH ایسر - Core i3-1115G4 MX350 4GB 1128GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4,1128 گیگابایت (1 ترابایت HDD و 128 گیگابایت SSD),هیبریدی (HDD و SSD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 19,399,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58g-35gh-core-i3-1115g4-mx350-12gb-1512gb/,لپ تاپ اسپایر 3 A315-58G-35GH ایسر - Core i3-1115G4 MX350 12GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,12 گیگابایت,DDR4,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (HDD و SSD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 20,700,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58-34x1-core-i3-1115g4-uhd-4gb-256gb/,لپ تاپ اسپایر 3 A315-58-34X1 ایسر - Core i3-1115G4 UHD 4GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4,256 گیگابایت,SSD,,,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 14,500,000 "
https://www.zoomit.ir/product/lenovo-thinkpad-e15-core-i7-1255u-mx550-16gb-1tb/,لپ تاپ ThinkPad E15 لنوو - Core i7-1255U MX550 16GB 1TB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1255U,16 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce MX550,2 گیگابایت از نوع GDDR6,18.9 × 240 × 365 میلی‌متر,1.7 کیلوگرم,7,باتری با ظرفیت 57 وات‌ساعت," 50,490,000 "
https://www.zoomit.ir/product/asus-tuf-gaming-f17-fx707vv4-core-i9-13900h-rtx-4060-16gb-1tb/,لپ تاپ TUF Gaming F17 FX707VV4 ایسوس - Core i9-13900H RTX 4060 16GB 1TB, TUF Gaming F17 FX707VV4,ASUS,17.3 اینچ,1080×1920 - FHD,اینتل Core i9-13900H,16 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce RTX 4060,8 گیگبایت از نوع GDDR6,22.9 × 264 × 394 میلی‌متر,2.6 کیلوگرم,7,باتری 4 سلولی با ظرفیت 90 وات‌ساعت," 82,400,000 "
https://www.zoomit.ir/product/asus-tuf-gaming-fx706hf-core-i5-11400h-rtx-2050-16gb-1tb/,لپ تاپ TUF Gaming FX706HF ایسوس - Core i5-11400H RTX 2050 16GB 1TB, TUF Gaming FX706HF,ASUS,17.3 اینچ,1080×1920 - FHD,اینتل Core i5-11400H,16 گیگابایت,DDR4,1 ترابایت,SSD,انویدیا GeForce RTX 2050,4 گیگابایت,26 × 268.9 × 399.2 میلی‌متر,2.6 کیلوگرم,8,باتری 3 سلولی لیتیوم یونی با ظرفیت 48 وات‌ساعت," 56,404,200 "
https://www.zoomit.ir/product/asus-rog-strix-g17-g713rm-ryzen-7-6800h-rtx-3060-32gb-1tb/,لپ تاپ ROG Strix G17 G713RM ایسوس - Ryzen 7 6800H RTX 3060 32GB 1TB, ROG Strix G17 G713RM 2022,ASUS,17.3 اینچ,1080×1920 - FHD,AMD Ryzen 7 6800H,32 گیگابایت,DDR5,1 ترابایت,PCIe NVMe,انویدیا GeForce RTX 3060,6 گیگابایت از نوع GDDR6,26.5 × 282 × 395 میلی‌متر,2.5 کیلوگرم,7,باتری 4 سلولی با ظرفیت 90 وات‌ساعت," 67,999,000 "
https://www.zoomit.ir/product/asus-vivobook-r565jp-core-i7-1065g7-mx330-16gb-1256gb/,لپ تاپ VivoBook R565JP ایسوس - Core i7-1065G7 MX330 16GB 1256GB, VivoBook R565JP,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1065G1,16 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX330,2 گیگابایت,19.9 × 234.9 × 360 میلی‌متر,1.7 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 33,990,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-ryzen-3-3250u-vega-3-4gb-1tb/,لپ تاپ IdeaPad 3 لنوو - Ryzen 3 3250U Vega 3 4GB 1TB,,,15.6 اینچ,1080×1920 - FHD,AMD Ryzen 3 3250U,4 گیگابایت,1 ترابایت,HDD,,,فاقد حافظه اختصاصی,19.9 × 253.4 × 362.2 میلی‌متر,1.85 کیلوگرم,8,باتری 2 سلولی با ظرفیت 35 وات‌ساعت," 16,700,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-celeron-n4020-uhd-600-4gb-256gb/,لپ تاپ IdeaPad 3 لنوو - Celeron N4020 UHD 600 4GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Celeron N4020,4 گیگابایت,DDR4,256 گیگابایت,SSD,,,19.9 × 253.4 × 362.2 میلی‌متر,1.7 کیلوگرم,7,باتری 2 سلولی با ظرفیت 35 وات‌ساعت," 10,950,000 "
https://www.zoomit.ir/product/asus-vivobook-r565ep-core-i7-1135g7-mx330-24gb-512gb/,لپ تاپ VivoBook R565EP ایسوس - Core i5-1135G7 MX330 24GB 512GB, VivoBook R565EP,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,24 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce MX330,2 گیگابایت از نوع GDDR5 و 64 بیت,19.9 × 234.9 × 360.2 میلی‌متر,1.8 کیلوگرم,7,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 29,200,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i5-1135g7-mx450-8gb-1512gb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i5-1135G7 MX450 8GB 1512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,8 گیگابایت,DDR4,1512 گیگابایت (1 ترابایت HDD و 512 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX450,2 گیگابایت,18.9 × 235 × 357 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 30,990,000 "
https://www.zoomit.ir/product/lenovo-ideapad-gaming-3-core-i5-11320h-gtx-1650-8gb-512gb/,لپ تاپ آیدیاپد گیمینگ 3 لنوو - Core i5-11320H GTX 1650 8GB 512GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-11320H,8 گیگابایت,DDR4,512 گیگابایت,SSD,انویدیا GeForce GTX 1650,4 گیگابایت از نوع GDDR6,24.2 × 251.9 × 359.6 میلی‌متر,2.25 کیلوگرم,8,باتری با ظرفیت 45 وات‌ساعت," 33,000,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-g2-core-i5-1135g7-mx450-8gb-256gb/,لپ تاپ ThinkBook 15 G2 لنوو - Core i5-1135G7 MX450 8GB 256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i5-1135G7,8 گیگابایت,DDR4,256 گیگابایت,SSD,انویدیا GeForce MX450,2 گیگابایت,18.9 × 235 × 357 میلی‌متر,1.8 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 26,600,000 "
https://www.zoomit.ir/product/msi-stealth-15-a13ve-core-i7-13620h-rtx-4050-16gb-1tb/,لپ تاپ Stealth 15 A13VE ام اس آی - Core i7-13620H RTX 4050 16GB 1TB, Stealth 15 A13VE,MSI,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-13620H,16 گیگابایت,DDR5,1 ترابایت,SSD,انویدیا GeForce RTX 4050,6 گیگابایت از نوع GDDR6 و 96 بیت,19.9 × 247.9 × 358.3 میلی‌متر,2.1 کیلوگرم,8,باتری 3 سلولی با ظرفیت 53.5 وات‌ساعت," 67,999,000 "
https://www.zoomit.ir/product/asus-vivobook-x515ep-core-i5-1115g4-mx330-4gb-256gb/,لپ تاپ VivoBook X515EP ایسوس - Core i5-1115G4 MX330 4GB 256GB, VivoBook X515EP,ASUS,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,4 گیگابایت,DDR4,256 گیگابایت,SSD,انویدیا GeForce MX330,2 گیگابایت از نوع GDDR5,19.9 × 234.9 × 360.2 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 37 وات‌ساعت," 20,300,000 "
https://www.zoomit.ir/product/microsoft-surface-laptop-5-13-5-inch-core-i5-1235u-iris-xe-8gb-256gb/,لپ تاپ سرفیس لپ تاپ 5 نسخه 13.5 اینچ مایکروسافت - Core i5-1235U Iris Xe 8GB 256GB,,,13.5 اینچ,1504×2256,اینتل Core i5-1235U,8 گیگابایت,LPDDR5X,256 گیگابایت,SSD,,,14.5 × 223 × 308 میلی‌متر,1.2 کیلوگرم,7,," 45,300,000 "
https://www.zoomit.ir/product/acer-aspire-3-a315-58g-79rh-core-i7-1165g7-mx350-8gb-1256gb/,لپ تاپ اسپایر 3 A315-58G-79RH ایسر - Core i7-1165G7 MX350 8GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i7-1165G7,8 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (HDD و SSD),انویدیا GeForce MX350,2 گیگابایت از نوع GDDR5,19.9 × 238.4 × 363.4 میلی‌متر,1.8 کیلوگرم,8,باتری 2 سلولی با ظرفیت 36 وات‌ساعت," 27,299,000 "
https://www.zoomit.ir/product/microsoft-surface-book-2-core-i7-8gb-256gb-2gb/,لپ تاپ سرفیس بوک 2 مایکروسافت - Core i7 8GB 256GB 2GB,,,13.5 اینچ,2000×3000 - 3K,اینتل Core i7 8650U,8 گیگابایت,,256 گیگابایت,SSD,انویدیا GeForce GTX 1050,2 گیگابایت از نوع GDDR5,23~13 × 232 × 312 میلی‌متر,1.53 کیلوگرم,8,," 52,388,000 "
https://www.zoomit.ir/product/lenovo-ideapad-3-core-i3-1115g4-uhd-graphics-xe-8gb-1256gb-fhd/,لپ تاپ IdeaPad 3 لنوو - Core i3-1115G4 UHD Graphics Xe 8GB 1256GB FHD,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,8 گیگابایت,DDR4,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),,فاقد حافظه‌ی گرافیکی اختصاصی,19.9 × 253.4 × 362.2 میلی‌متر,1.7 کیلوگرم,8,باتری 2 سلولی با ظرفیت 35 وات‌ساعت," 16,150,000 "
https://www.zoomit.ir/product/lenovo-thinkbook-15-core-i3-1115g4-mx450-12gb-1256gb/,لپ تاپ ThinkBook 15 لنوو - Core i3-1115G4 MX450 12GB 1256GB,,,15.6 اینچ,1080×1920 - FHD,اینتل Core i3-1115G4,12 گیگابایت,DDR4-3200,1256 گیگابایت (1 ترابایت HDD و 256 گیگابایت SSD),هیبریدی (SSD و HDD),انویدیا GeForce MX450,,18.9 × 245 × 364 میلی‌متر,1.7 کیلوگرم,7,باتری 3 سلولی با ظرفیت 45 وات‌ساعت," 23,200,000 "
